"Name","Accession","Chromosome","Start","End","Strand","Confidence"
"mmu-mir-6901","MI0022748","chr1","93274549","93274610","+","-"
"mmu-miR-6901-5p","MIMAT0027702","","","","",""
"mmu-miR-6901-3p","MIMAT0027703","","","","",""
"mmu-mir-6902","MI0022749","chr1","93346092","93346155","+","-"
"mmu-miR-6902-5p","MIMAT0027704","","","","",""
"mmu-miR-6902-3p","MIMAT0027705","","","","",""
"mmu-mir-6903","MI0022750","chr1","133726558","133726645","-","-"
"mmu-miR-6903-5p","MIMAT0027706","","","","",""
"mmu-miR-6903-3p","MIMAT0027707","","","","",""
"mmu-mir-6904","MI0022751","chr1","180587201","180587267","+","-"
"mmu-miR-6904-5p","MIMAT0027708","","","","",""
"mmu-miR-6904-3p","MIMAT0027709","","","","",""
"mmu-mir-6905","MI0022752","chr10","24910664","24910733","+","-"
"mmu-miR-6905-5p","MIMAT0027710","","","","",""
"mmu-miR-6905-3p","MIMAT0027711","","","","",""
"mmu-mir-6906","MI0022753","chr10","60126776","60126833","+","-"
"mmu-miR-6906-5p","MIMAT0027712","","","","",""
"mmu-miR-6906-3p","MIMAT0027713","","","","",""
"mmu-mir-6907","MI0022754","chr10","78408475","78408545","-","-"
"mmu-miR-6907-5p","MIMAT0027714","","","","",""
"mmu-miR-6907-3p","MIMAT0027715","","","","",""
"mmu-mir-6908","MI0022755","chr10","78445095","78445157","-","-"
"mmu-miR-6908-5p","MIMAT0027716","","","","",""
"mmu-miR-6908-3p","MIMAT0027717","","","","",""
"mmu-mir-6909","MI0022756","chr10","79531029","79531090","-","-"
"mmu-miR-6909-5p","MIMAT0027718","","","","",""
"mmu-miR-6909-3p","MIMAT0027719","","","","",""
"mmu-mir-6910","MI0022757","chr10","79862587","79862652","+","-"
"mmu-miR-6910-5p","MIMAT0027720","","","","",""
"mmu-miR-6910-3p","MIMAT0027721","","","","",""
"mmu-mir-6911","MI0022758","chr10","80278164","80278232","+","High"
"mmu-miR-6911-5p","MIMAT0027722","","","","",""
"mmu-miR-6911-3p","MIMAT0027723","","","","",""
"mmu-mir-6912","MI0022759","chr10","80609260","80609329","+","-"
"mmu-miR-6912-5p","MIMAT0027724","","","","",""
"mmu-miR-6912-3p","MIMAT0027725","","","","",""
"mmu-mir-6913","MI0022760","chr10","81386347","81386412","+","High"
"mmu-miR-6913-5p","MIMAT0027726","","","","",""
"mmu-miR-6913-3p","MIMAT0027727","","","","",""
"mmu-mir-6914","MI0022761","chr10","128382838","128382906","+","-"
"mmu-miR-6914-5p","MIMAT0027728","","","","",""
"mmu-miR-6914-3p","MIMAT0027729","","","","",""
"mmu-mir-6915","MI0022762","chr10","128388832","128388900","+","-"
"mmu-miR-6915-5p","MIMAT0027730","","","","",""
"mmu-miR-6915-3p","MIMAT0027731","","","","",""
"mmu-mir-6916","MI0022763","chr10","128511968","128512030","-","-"
"mmu-miR-6916-5p","MIMAT0027732","","","","",""
"mmu-miR-6916-3p","MIMAT0027733","","","","",""
"mmu-mir-6917","MI0022764","chr10","128584437","128584497","-","-"
"mmu-miR-6917-5p","MIMAT0027734","","","","",""
"mmu-miR-6917-3p","MIMAT0027735","","","","",""
"mmu-mir-6918","MI0022765","chr11","4891345","4891402","+","-"
"mmu-miR-6918-5p","MIMAT0027736","","","","",""
"mmu-miR-6918-3p","MIMAT0027737","","","","",""
"mmu-mir-6919","MI0022766","chr11","50232245","50232306","+","-"
"mmu-miR-6919-5p","MIMAT0027738","","","","",""
"mmu-miR-6919-3p","MIMAT0027739","","","","",""
"mmu-mir-6920","MI0022767","chr11","53409197","53409267","+","-"
"mmu-miR-6920-5p","MIMAT0027740","","","","",""
"mmu-miR-6920-3p","MIMAT0027741","","","","",""
"mmu-mir-6921","MI0022768","chr11","60200538","60200617","-","High"
"mmu-miR-6921-5p","MIMAT0027742","","","","",""
"mmu-miR-6921-3p","MIMAT0027743","","","","",""
"mmu-mir-6922","MI0022769","chr11","60202262","60202327","-","High"
"mmu-miR-6922-5p","MIMAT0027744","","","","",""
"mmu-miR-6922-3p","MIMAT0027745","","","","",""
"mmu-mir-6923","MI0022770","chr11","67099804","67099875","+","-"
"mmu-miR-6923-5p","MIMAT0027746","","","","",""
"mmu-miR-6923-3p","MIMAT0027747","","","","",""
"mmu-mir-6924","MI0022771","chr11","69882032","69882094","-","-"
"mmu-miR-6924-5p","MIMAT0027748","","","","",""
"mmu-miR-6924-3p","MIMAT0027749","","","","",""
"mmu-mir-6925","MI0022772","chr11","70705990","70706059","+","-"
"mmu-miR-6925-5p","MIMAT0027750","","","","",""
"mmu-miR-6925-3p","MIMAT0027751","","","","",""
"mmu-mir-6926","MI0022773","chr11","74868127","74868194","-","-"
"mmu-miR-6926-5p","MIMAT0027752","","","","",""
"mmu-miR-6926-3p","MIMAT0027753","","","","",""
"mmu-mir-6927","MI0022774","chr11","97677060","97677130","+","-"
"mmu-miR-6927-5p","MIMAT0027754","","","","",""
"mmu-miR-6927-3p","MIMAT0027755","","","","",""
"mmu-mir-6928","MI0022775","chr11","101030340","101030409","+","-"
"mmu-miR-6928-5p","MIMAT0027756","","","","",""
"mmu-miR-6928-3p","MIMAT0027757","","","","",""
"mmu-mir-6929","MI0022776","chr11","101419187","101419253","-","High"
"mmu-miR-6929-5p","MIMAT0027758","","","","",""
"mmu-miR-6929-3p","MIMAT0027759","","","","",""
"mmu-mir-6930","MI0022777","chr11","102404920","102404987","-","-"
"mmu-miR-6930-5p","MIMAT0027760","","","","",""
"mmu-miR-6930-3p","MIMAT0027761","","","","",""
"mmu-mir-6931","MI0022778","chr11","102999848","102999921","-","-"
"mmu-miR-6931-5p","MIMAT0027762","","","","",""
"mmu-miR-6931-3p","MIMAT0027763","","","","",""
"mmu-mir-6932","MI0022779","chr11","107637722","107637779","+","-"
"mmu-miR-6932-5p","MIMAT0027764","","","","",""
"mmu-miR-6932-3p","MIMAT0027765","","","","",""
"mmu-mir-6933","MI0022780","chr11","118002270","118002350","+","High"
"mmu-miR-6933-5p","MIMAT0027766","","","","",""
"mmu-miR-6933-3p","MIMAT0027767","","","","",""
"mmu-mir-6934","MI0022781","chr11","119154076","119154137","-","-"
"mmu-miR-6934-5p","MIMAT0027768","","","","",""
"mmu-miR-6934-3p","MIMAT0027769","","","","",""
"mmu-mir-6935","MI0022782","chr11","120347350","120347413","-","-"
"mmu-miR-6935-5p","MIMAT0027770","","","","",""
"mmu-miR-6935-3p","MIMAT0027771","","","","",""
"mmu-mir-6936","MI0022783","chr11","120624823","120624876","-","-"
"mmu-miR-6936-5p","MIMAT0027772","","","","",""
"mmu-miR-6936-3p","MIMAT0027773","","","","",""
"mmu-mir-6937","MI0022784","chr12","28679325","28679389","+","-"
"mmu-miR-6937-5p","MIMAT0027774","","","","",""
"mmu-miR-6937-3p","MIMAT0027775","","","","",""
"mmu-mir-6938","MI0022785","chr12","85245923","85245985","-","-"
"mmu-miR-6938-5p","MIMAT0027776","","","","",""
"mmu-miR-6938-3p","MIMAT0027777","","","","",""
"mmu-mir-6939","MI0022786","chr12","112659277","112659351","-","-"
"mmu-miR-6939-5p","MIMAT0027778","","","","",""
"mmu-miR-6939-3p","MIMAT0027779","","","","",""
"mmu-mir-6940","MI0022787","chr12","112733322","112733391","+","-"
"mmu-miR-6940-5p","MIMAT0027780","","","","",""
"mmu-miR-6940-3p","MIMAT0027781","","","","",""
"mmu-mir-6941","MI0022788","chr12","112920483","112920541","-","-"
"mmu-miR-6941-5p","MIMAT0027782","","","","",""
"mmu-miR-6941-3p","MIMAT0027783","","","","",""
"mmu-mir-6942","MI0022789","chr13","21396578","21396638","-","-"
"mmu-miR-6942-5p","MIMAT0027784","","","","",""
"mmu-miR-6942-3p","MIMAT0027785","","","","",""
"mmu-mir-6943","MI0022790","chr13","55453106","55453171","+","-"
"mmu-miR-6943-5p","MIMAT0027786","","","","",""
"mmu-miR-6943-3p","MIMAT0027787","","","","",""
"mmu-mir-6944","MI0022791","chr13","55477681","55477776","-","-"
"mmu-miR-6944-5p","MIMAT0027788","","","","",""
"mmu-miR-6944-3p","MIMAT0027789","","","","",""
"mmu-mir-6945","MI0022792","chr13","55507625","55507692","-","-"
"mmu-miR-6945-5p","MIMAT0027790","","","","",""
"mmu-miR-6945-3p","MIMAT0027791","","","","",""
"mmu-mir-6946","MI0022793","chr14","20690635","20690703","+","-"
"mmu-miR-6946-5p","MIMAT0027792","","","","",""
"mmu-miR-6946-3p","MIMAT0027793","","","","",""
"mmu-mir-6947","MI0022794","chr14","29988888","29988952","+","-"
"mmu-miR-6947-5p","MIMAT0027794","","","","",""
"mmu-miR-6947-3p","MIMAT0027795","","","","",""
"mmu-mir-6948","MI0022795","chr14","54643049","54643110","-","High"
"mmu-miR-6948-5p","MIMAT0027796","","","","",""
"mmu-miR-6948-3p","MIMAT0027797","","","","",""
"mmu-mir-6949","MI0022796","chr14","56082401","56082468","-","-"
"mmu-miR-6949-5p","MIMAT0027798","","","","",""
"mmu-miR-6949-3p","MIMAT0027799","","","","",""
"mmu-mir-6950","MI0022797","chr14","69692248","69692320","+","-"
"mmu-miR-6950-5p","MIMAT0027800","","","","",""
"mmu-miR-6950-3p","MIMAT0027801","","","","",""
"mmu-mir-6951","MI0022798","chr15","38490473","38490547","-","-"
"mmu-miR-6951-5p","MIMAT0027802","","","","",""
"mmu-miR-6951-3p","MIMAT0027803","","","","",""
"mmu-mir-6952","MI0022799","chr15","76064828","76064888","-","-"
"mmu-miR-6952-5p","MIMAT0027804","","","","",""
"mmu-miR-6952-3p","MIMAT0027805","","","","",""
"mmu-mir-6953","MI0022800","chr15","76248191","76248258","+","-"
"mmu-miR-6953-5p","MIMAT0027806","","","","",""
"mmu-miR-6953-3p","MIMAT0027807","","","","",""
"mmu-mir-6954","MI0022801","chr15","76433214","76433273","+","-"
"mmu-miR-6954-5p","MIMAT0027808","","","","",""
"mmu-miR-6954-3p","MIMAT0027809","","","","",""
"mmu-mir-6955","MI0022802","chr15","78891840","78891913","+","-"
"mmu-miR-6955-5p","MIMAT0027810","","","","",""
"mmu-miR-6955-3p","MIMAT0027811","","","","",""
"mmu-mir-6956","MI0022803","chr15","79002223","79002284","+","-"
"mmu-miR-6956-5p","MIMAT0027812","","","","",""
"mmu-miR-6956-3p","MIMAT0027813","","","","",""
"mmu-mir-6957","MI0022804","chr15","80646073","80646136","+","High"
"mmu-miR-6957-5p","MIMAT0027814","","","","",""
"mmu-miR-6957-3p","MIMAT0027815","","","","",""
"mmu-mir-6958","MI0022805","chr15","89185465","89185537","-","High"
"mmu-miR-6958-5p","MIMAT0027816","","","","",""
"mmu-miR-6958-3p","MIMAT0027817","","","","",""
"mmu-mir-6959","MI0022806","chr15","89305658","89305732","-","-"
"mmu-miR-6959-5p","MIMAT0027818","","","","",""
"mmu-miR-6959-3p","MIMAT0027819","","","","",""
"mmu-mir-6960","MI0022807","chr15","99080805","99080865","+","-"
"mmu-miR-6960-5p","MIMAT0027820","","","","",""
"mmu-miR-6960-3p","MIMAT0027821","","","","",""
"mmu-mir-6961","MI0022808","chr15","100649163","100649229","-","-"
"mmu-miR-6961-5p","MIMAT0027822","","","","",""
"mmu-miR-6961-3p","MIMAT0027823","","","","",""
"mmu-mir-6962","MI0022809","chr15","101193869","101193931","+","-"
"mmu-miR-6962-5p","MIMAT0027824","","","","",""
"mmu-miR-6962-3p","MIMAT0027825","","","","",""
"mmu-mir-6963","MI0022810","chr15","103350455","103350525","-","High"
"mmu-miR-6963-5p","MIMAT0027826","","","","",""
"mmu-miR-6963-3p","MIMAT0027827","","","","",""
"mmu-mir-6964","MI0022811","chr16","97877233","97877291","-","-"
"mmu-miR-6964-5p","MIMAT0027828","","","","",""
"mmu-miR-6964-3p","MIMAT0027829","","","","",""
"mmu-mir-6965","MI0022812","chr17","24240884","24240947","-","-"
"mmu-miR-6965-5p","MIMAT0027830","","","","",""
"mmu-miR-6965-3p","MIMAT0027831","","","","",""
"mmu-mir-6966","MI0022814","chr17","25780808","25780879","+","-"
"mmu-miR-6966-5p","MIMAT0027834","","","","",""
"mmu-miR-6966-3p","MIMAT0027835","","","","",""
"mmu-mir-6967-1","MI0022815","chr17","26920962","26921019","+","-"
"mmu-mir-6967-2","MI0031752","chr17","33886676","33886733","-","-"
"mmu-miR-6967-5p","MIMAT0027836","","","","",""
"mmu-miR-6967-3p","MIMAT0027837","","","","",""
"mmu-mir-6968","MI0022816","chr17","26935472","26935539","+","-"
"mmu-miR-6968-5p","MIMAT0027838","","","","",""
"mmu-miR-6968-3p","MIMAT0027839","","","","",""
"mmu-mir-6969","MI0022817","chr17","28558441","28558501","-","-"
"mmu-miR-6969-5p","MIMAT0027840","","","","",""
"mmu-miR-6969-3p","MIMAT0027841","","","","",""
"mmu-mir-6970","MI0022818","chr17","34845101","34845167","-","High"
"mmu-miR-6970-5p","MIMAT0027842","","","","",""
"mmu-miR-6970-3p","MIMAT0027843","","","","",""
"mmu-mir-6971","MI0022819","chr17","34841809","34841871","-","-"
"mmu-miR-6971-5p","MIMAT0027844","","","","",""
"mmu-miR-6971-3p","MIMAT0027845","","","","",""
"mmu-mir-6972","MI0022820","chr17","34857569","34857632","-","-"
"mmu-miR-6972-5p","MIMAT0027846","","","","",""
"mmu-miR-6972-3p","MIMAT0027847","","","","",""
"mmu-mir-6973a","MI0022821","chr17","35194972","35195049","+","-"
"mmu-mir-6973b","MI0022851","chr2","131040319","131040398","-","-"
"mmu-miR-6973a-5p","MIMAT0027848","","","","",""
"mmu-miR-6973a-3p","MIMAT0027849","","","","",""
"mmu-miR-6973b-5p","MIMAT0027908","","","","",""
"mmu-miR-6973b-3p","MIMAT0027909","","","","",""
"mmu-mir-6974","MI0022822","chr17","35204475","35204557","-","-"
"mmu-miR-6974-5p","MIMAT0027850","","","","",""
"mmu-miR-6974-3p","MIMAT0027851","","","","",""
"mmu-mir-6975","MI0022823","chr17","35244075","35244135","+","-"
"mmu-miR-6975-5p","MIMAT0027852","","","","",""
"mmu-miR-6975-3p","MIMAT0027853","","","","",""
"mmu-mir-6976","MI0022824","chr17","46553827","46553889","-","-"
"mmu-miR-6976-5p","MIMAT0027854","","","","",""
"mmu-miR-6976-3p","MIMAT0027855","","","","",""
"mmu-mir-6977","MI0022825","chr17","56418846","56418909","-","High"
"mmu-miR-6977-5p","MIMAT0027856","","","","",""
"mmu-miR-6977-3p","MIMAT0027857","","","","",""
"mmu-mir-6978","MI0022826","chr17","57217172","57217228","-","-"
"mmu-miR-6978-5p","MIMAT0027858","","","","",""
"mmu-miR-6978-3p","MIMAT0027859","","","","",""
"mmu-mir-6979","MI0022827","chr18","37854605","37854660","-","-"
"mmu-miR-6979-5p","MIMAT0027860","","","","",""
"mmu-miR-6979-3p","MIMAT0027861","","","","",""
"mmu-mir-6980","MI0022828","chr18","37990887","37990945","-","-"
"mmu-miR-6980-5p","MIMAT0027862","","","","",""
"mmu-miR-6980-3p","MIMAT0027863","","","","",""
"mmu-mir-6981","MI0022829","chr18","37974503","37974617","-","-"
"mmu-miR-6981-5p","MIMAT0027864","","","","",""
"mmu-miR-6981-3p","MIMAT0027865","","","","",""
"mmu-mir-6982","MI0022830","chr18","60958073","60958140","+","-"
"mmu-miR-6982-5p","MIMAT0027866","","","","",""
"mmu-miR-6982-3p","MIMAT0027867","","","","",""
"mmu-mir-6983","MI0022831","chr18","61117468","61117531","+","-"
"mmu-miR-6983-5p","MIMAT0027868","","","","",""
"mmu-miR-6983-3p","MIMAT0027869","","","","",""
"mmu-mir-6984","MI0022832","chr19","3288920","3288983","+","-"
"mmu-miR-6984-5p","MIMAT0027870","","","","",""
"mmu-miR-6984-3p","MIMAT0027871","","","","",""
"mmu-mir-6985","MI0022833","chr19","4263818","4263878","-","-"
"mmu-miR-6985-5p","MIMAT0027872","","","","",""
"mmu-miR-6985-3p","MIMAT0027873","","","","",""
"mmu-mir-6986","MI0022834","chr19","4623898","4623955","-","-"
"mmu-miR-6986-5p","MIMAT0027874","","","","",""
"mmu-miR-6986-3p","MIMAT0027875","","","","",""
"mmu-mir-6987","MI0022835","chr19","5679004","5679076","-","-"
"mmu-miR-6987-5p","MIMAT0027876","","","","",""
"mmu-miR-6987-3p","MIMAT0027877","","","","",""
"mmu-mir-6988","MI0022836","chr19","6051334","6051392","+","-"
"mmu-miR-6988-5p","MIMAT0027878","","","","",""
"mmu-miR-6988-3p","MIMAT0027879","","","","",""
"mmu-mir-6989","MI0022837","chr19","6346480","6346544","+","High"
"mmu-miR-6989-5p","MIMAT0027880","","","","",""
"mmu-miR-6989-3p","MIMAT0027881","","","","",""
"mmu-mir-6990","MI0022838","chr19","6914196","6914286","-","-"
"mmu-miR-6990-5p","MIMAT0027882","","","","",""
"mmu-miR-6990-3p","MIMAT0027883","","","","",""
"mmu-mir-6991","MI0022839","chr19","7422573","7422642","+","-"
"mmu-miR-6991-5p","MIMAT0027884","","","","",""
"mmu-miR-6991-3p","MIMAT0027885","","","","",""
"mmu-mir-6992","MI0022840","chr19","8742971","8743079","+","-"
"mmu-miR-6992-5p","MIMAT0027886","","","","",""
"mmu-miR-6992-3p","MIMAT0027887","","","","",""
"mmu-mir-6993","MI0022841","chr19","10191375","10191439","+","-"
"mmu-miR-6993-5p","MIMAT0027888","","","","",""
"mmu-miR-6993-3p","MIMAT0027889","","","","",""
"mmu-mir-6994","MI0022842","chr19","11923728","11923800","+","-"
"mmu-miR-6994-5p","MIMAT0027890","","","","",""
"mmu-miR-6994-3p","MIMAT0027891","","","","",""
"mmu-mir-6995","MI0022843","chr19","47273519","47273589","-","-"
"mmu-miR-6995-5p","MIMAT0027892","","","","",""
"mmu-miR-6995-3p","MIMAT0027893","","","","",""
"mmu-mir-6996","MI0022844","chr2","26470059","26470119","-","-"
"mmu-miR-6996-5p","MIMAT0027894","","","","",""
"mmu-miR-6996-3p","MIMAT0027895","","","","",""
"mmu-mir-6997","MI0022845","chr2","29995950","29996020","+","-"
"mmu-miR-6997-5p","MIMAT0027896","","","","",""
"mmu-miR-6997-3p","MIMAT0027897","","","","",""
"mmu-mir-6998","MI0022846","chr2","31612421","31612484","+","-"
"mmu-miR-6998-5p","MIMAT0027898","","","","",""
"mmu-miR-6998-3p","MIMAT0027899","","","","",""
"mmu-mir-6999","MI0022847","chr2","91944870","91944930","-","-"
"mmu-miR-6999-5p","MIMAT0027900","","","","",""
"mmu-miR-6999-3p","MIMAT0027901","","","","",""
"mmu-mir-7000","MI0022848","chr2","92387384","92387446","-","-"
"mmu-miR-7000-5p","MIMAT0027902","","","","",""
"mmu-miR-7000-3p","MIMAT0027903","","","","",""
"mmu-mir-7001","MI0022849","chr2","93421929","93422007","-","-"
"mmu-miR-7001-5p","MIMAT0027904","","","","",""
"mmu-miR-7001-3p","MIMAT0027905","","","","",""
"mmu-mir-7002","MI0022850","chr2","114150516","114150570","-","-"
"mmu-miR-7002-5p","MIMAT0027906","","","","",""
"mmu-miR-7002-3p","MIMAT0027907","","","","",""
"mmu-mir-7003","MI0022852","chr2","163068090","163068155","+","High"
"mmu-miR-7003-5p","MIMAT0027910","","","","",""
"mmu-miR-7003-3p","MIMAT0027911","","","","",""
"mmu-mir-7004","MI0022853","chr2","168640696","168640759","-","-"
"mmu-miR-7004-5p","MIMAT0027912","","","","",""
"mmu-miR-7004-3p","MIMAT0027913","","","","",""
"mmu-mir-7005","MI0022854","chr2","180179755","180179823","-","-"
"mmu-miR-7005-5p","MIMAT0027914","","","","",""
"mmu-miR-7005-3p","MIMAT0027915","","","","",""
"mmu-mir-7006","MI0022855","chr2","181587900","181587968","-","-"
"mmu-miR-7006-5p","MIMAT0027916","","","","",""
"mmu-miR-7006-3p","MIMAT0027917","","","","",""
"mmu-mir-7007","MI0022856","chr3","20222290","20222359","-","High"
"mmu-miR-7007-5p","MIMAT0027918","","","","",""
"mmu-miR-7007-3p","MIMAT0027919","","","","",""
"mmu-mir-7008","MI0022857","chr3","31038966","31039028","+","High"
"mmu-miR-7008-5p","MIMAT0027920","","","","",""
"mmu-miR-7008-3p","MIMAT0027921","","","","",""
"mmu-mir-7009","MI0022858","chr3","36475461","36475524","-","-"
"mmu-miR-7009-5p","MIMAT0027922","","","","",""
"mmu-miR-7009-3p","MIMAT0027923","","","","",""
"mmu-mir-7010","MI0022859","chr3","82106247","82106309","-","-"
"mmu-miR-7010-5p","MIMAT0027924","","","","",""
"mmu-miR-7010-3p","MIMAT0027925","","","","",""
"mmu-mir-7011","MI0022860","chr3","88440879","88440951","-","-"
"mmu-miR-7011-5p","MIMAT0027926","","","","",""
"mmu-miR-7011-3p","MIMAT0027927","","","","",""
"mmu-mir-7012","MI0022861","chr3","90270149","90270212","+","-"
"mmu-miR-7012-5p","MIMAT0027928","","","","",""
"mmu-miR-7012-3p","MIMAT0027929","","","","",""
"mmu-mir-7013","MI0022862","chr3","95004168","95004239","+","-"
"mmu-miR-7013-5p","MIMAT0027930","","","","",""
"mmu-miR-7013-3p","MIMAT0027931","","","","",""
"mmu-mir-7014","MI0022863","chr3","95734911","95734973","-","-"
"mmu-miR-7014-5p","MIMAT0027932","","","","",""
"mmu-miR-7014-3p","MIMAT0027933","","","","",""
"mmu-mir-7015","MI0022864","chr4","120973259","120973322","-","-"
"mmu-miR-7015-5p","MIMAT0027934","","","","",""
"mmu-miR-7015-3p","MIMAT0027935","","","","",""
"mmu-mir-7016","MI0022865","chr4","129684500","129684571","-","-"
"mmu-miR-7016-5p","MIMAT0027936","","","","",""
"mmu-miR-7016-3p","MIMAT0027937","","","","",""
"mmu-mir-7017","MI0022866","chr4","133195655","133195716","+","-"
"mmu-miR-7017-5p","MIMAT0027938","","","","",""
"mmu-miR-7017-3p","MIMAT0027939","","","","",""
"mmu-mir-7018","MI0022867","chr4","137538286","137538370","+","-"
"mmu-miR-7018-5p","MIMAT0027940","","","","",""
"mmu-miR-7018-3p","MIMAT0027941","","","","",""
"mmu-mir-7019","MI0022868","chr4","138316132","138316200","-","-"
"mmu-miR-7019-5p","MIMAT0027942","","","","",""
"mmu-miR-7019-3p","MIMAT0027943","","","","",""
"mmu-mir-7020","MI0022869","chr4","139644042","139644111","+","-"
"mmu-miR-7020-5p","MIMAT0027944","","","","",""
"mmu-miR-7020-3p","MIMAT0027945","","","","",""
"mmu-mir-7021","MI0022870","chr4","143136100","143136162","-","-"
"mmu-miR-7021-5p","MIMAT0027946","","","","",""
"mmu-miR-7021-3p","MIMAT0027947","","","","",""
"mmu-mir-7022","MI0022871","chr4","148146936","148146996","-","-"
"mmu-miR-7022-5p","MIMAT0027948","","","","",""
"mmu-miR-7022-3p","MIMAT0027949","","","","",""
"mmu-mir-7023","MI0022872","chr4","149655504","149655567","-","-"
"mmu-miR-7023-5p","MIMAT0027950","","","","",""
"mmu-miR-7023-3p","MIMAT0027951","","","","",""
"mmu-mir-7024","MI0022873","chr5","33898910","33898971","-","-"
"mmu-miR-7024-5p","MIMAT0027952","","","","",""
"mmu-miR-7024-3p","MIMAT0027953","","","","",""
"mmu-mir-7025","MI0022874","chr5","75176831","75176904","+","-"
"mmu-miR-7025-5p","MIMAT0027954","","","","",""
"mmu-miR-7025-3p","MIMAT0027955","","","","",""
"mmu-mir-7026","MI0022875","chr5","110666075","110666141","-","-"
"mmu-miR-7026-5p","MIMAT0027956","","","","",""
"mmu-miR-7026-3p","MIMAT0027957","","","","",""
"mmu-mir-7027","MI0022876","chr5","114404468","114404539","+","-"
"mmu-miR-7027-5p","MIMAT0027958","","","","",""
"mmu-miR-7027-3p","MIMAT0027959","","","","",""
"mmu-mir-7028","MI0022877","chr5","114719515","114719578","+","-"
"mmu-miR-7028-5p","MIMAT0027960","","","","",""
"mmu-miR-7028-3p","MIMAT0027961","","","","",""
"mmu-mir-7029","MI0022878","chr5","115580949","115581009","+","-"
"mmu-miR-7029-5p","MIMAT0027962","","","","",""
"mmu-miR-7029-3p","MIMAT0027963","","","","",""
"mmu-mir-7030","MI0022879","chr5","115645573","115645632","+","High"
"mmu-miR-7030-5p","MIMAT0027964","","","","",""
"mmu-miR-7030-3p","MIMAT0027965","","","","",""
"mmu-mir-7031","MI0022880","chr5","121819209","121819273","-","-"
"mmu-miR-7031-5p","MIMAT0027966","","","","",""
"mmu-miR-7031-3p","MIMAT0027967","","","","",""
"mmu-mir-7032","MI0022881","chr5","123996852","123996930","+","-"
"mmu-miR-7032-5p","MIMAT0027968","","","","",""
"mmu-miR-7032-3p","MIMAT0027969","","","","",""
"mmu-mir-7033","MI0022882","chr5","135383730","135383810","-","-"
"mmu-miR-7033-5p","MIMAT0027970","","","","",""
"mmu-miR-7033-3p","MIMAT0027971","","","","",""
"mmu-mir-7034","MI0022883","chr5","135735806","135735889","-","-"
"mmu-miR-7034-5p","MIMAT0027972","","","","",""
"mmu-miR-7034-3p","MIMAT0027973","","","","",""
"mmu-mir-7035","MI0022884","chr5","136105522","136105603","+","-"
"mmu-miR-7035-5p","MIMAT0027974","","","","",""
"mmu-miR-7035-3p","MIMAT0027975","","","","",""
"mmu-mir-7036a","MI0022885","chr5","137296624","137296688","-","-"
"mmu-mir-7036b","MI0024991","chr5","34574151","34574213","+","-"
"mmu-miR-7036a-5p","MIMAT0027976","","","","",""
"mmu-miR-7036a-3p","MIMAT0027977","","","","",""
"mmu-miR-7036b-5p","MIMAT0029808","","","","",""
"mmu-miR-7036b-3p","MIMAT0029809","","","","",""
"mmu-mir-7037","MI0022886","chr5","139767879","139767943","-","-"
"mmu-miR-7037-5p","MIMAT0027978","","","","",""
"mmu-miR-7037-3p","MIMAT0027979","","","","",""
"mmu-mir-7038","MI0022887","chr5","140427339","140427409","+","-"
"mmu-miR-7038-5p","MIMAT0027980","","","","",""
"mmu-miR-7038-3p","MIMAT0027981","","","","",""
"mmu-mir-7039","MI0022888","chr5","144896732","144896816","-","-"
"mmu-miR-7039-5p","MIMAT0027982","","","","",""
"mmu-miR-7039-3p","MIMAT0027983","","","","",""
"mmu-mir-7040","MI0022889","chr6","83049711","83049773","+","-"
"mmu-miR-7040-5p","MIMAT0027984","","","","",""
"mmu-miR-7040-3p","MIMAT0027985","","","","",""
"mmu-mir-7041","MI0022890","chr6","94606364","94606415","-","-"
"mmu-miR-7041-5p","MIMAT0027986","","","","",""
"mmu-miR-7041-3p","MIMAT0027987","","","","",""
"mmu-mir-7042","MI0022891","chr6","113707208","113707265","+","-"
"mmu-miR-7042-5p","MIMAT0027988","","","","",""
"mmu-miR-7042-3p","MIMAT0027989","","","","",""
"mmu-mir-7043","MI0022892","chr6","116645978","116646047","-","-"
"mmu-miR-7043-5p","MIMAT0027990","","","","",""
"mmu-miR-7043-3p","MIMAT0027991","","","","",""
"mmu-mir-7044","MI0022893","chr6","118085192","118085263","+","-"
"mmu-miR-7044-5p","MIMAT0027992","","","","",""
"mmu-miR-7044-3p","MIMAT0027993","","","","",""
"mmu-mir-7045","MI0022894","chr6","125097024","125097086","+","-"
"mmu-miR-7045-5p","MIMAT0027994","","","","",""
"mmu-miR-7045-3p","MIMAT0027995","","","","",""
"mmu-mir-7046","MI0022895","chr7","24970010","24970075","-","High"
"mmu-miR-7046-5p","MIMAT0027996","","","","",""
"mmu-miR-7046-3p","MIMAT0027997","","","","",""
"mmu-mir-7047","MI0022896","chr7","24987604","24987667","-","-"
"mmu-miR-7047-5p","MIMAT0027998","","","","",""
"mmu-miR-7047-3p","MIMAT0027999","","","","",""
"mmu-mir-7048","MI0022897","chr7","25217668","25217725","-","-"
"mmu-miR-7048-5p","MIMAT0028000","","","","",""
"mmu-miR-7048-3p","MIMAT0028001","","","","",""
"mmu-mir-7049","MI0022898","chr7","28560925","28560984","-","-"
"mmu-miR-7049-5p","MIMAT0028002","","","","",""
"mmu-miR-7049-3p","MIMAT0028003","","","","",""
