Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM6702118	"RSB163-95 [Droperidol]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107052"	SRX18107052	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702119	"RSB163-268 [Dropropizine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107053"	SRX18107053	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702120	"RSB163-158 [Efaproxiral Sodium]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107054"	SRX18107054	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702121	"RSB163-21 [Entacapone]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107055"	SRX18107055	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702122	"RSB163-327 [Epinastine HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107056"	SRX18107056	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702123	"RSB163-364 [EPZ5676]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107951"	SRX18107951	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702124	"RSB163-303 [Erythritol]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107952"	SRX18107952	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702125	"RSB163-71 [Escitalopram Oxalate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107953"	SRX18107953	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702126	"RSB163-251 [Estradiol Benzoate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107954"	SRX18107954	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702127	"RSB163-202 [Ethambutol HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107955"	SRX18107955	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702128	"RSB163-277 [Ethamsylate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107956"	SRX18107956	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702129	"RSB163-27 [Ethynodiol diacetate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107957"	SRX18107957	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702130	"RSB163-167 [Etizolam]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107958"	SRX18107958	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702131	"RSB163-159 [Etofibrate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107057"	SRX18107057	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702132	"RSB163-157 [EUK 134]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107058"	SRX18107058	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702133	"RSB163-91 [Fenspiride HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107059"	SRX18107059	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702134	"RSB163-195 [Fexofenadine HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107060"	SRX18107060	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702135	"RSB163-305 [Fidaxomicin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107061"	SRX18107061	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702136	"RSB163-221 [Flavoxate HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107062"	SRX18107062	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702137	"RSB163-323 [Flopropione]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107063"	SRX18107063	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702138	"RSB163-163 [Flufenamic acid]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107064"	SRX18107064	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702139	"RSB163-38 [Flumequine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107781"	SRX18107781	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702140	"RSB163-306 [Fluorometholone Acetate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107782"	SRX18107782	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702141	"RSB163-141 [Furaltadone HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107783"	SRX18107783	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702142	"RSB163-24 [Gliquidone]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107784"	SRX18107784	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702143	"RSB163-75 [Griseofulvin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107785"	SRX18107785	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702144	"RSB163-366 [GSK J4 HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107786"	SRX18107786	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702145	"RSB163-375 [GSK2334470]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107787"	SRX18107787	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702146	"RSB163-72 [Guanabenz Acetate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107788"	SRX18107788	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702147	"RSB163-241 [Halcinonide]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107441"	SRX18107441	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702148	"RSB163-90 [Halobetasol Propionate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107442"	SRX18107442	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702149	"RSB163-257 [Histamine 2HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107443"	SRX18107443	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702150	"RSB163-219 [Homatropine Bromide]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107444"	SRX18107444	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702151	"RSB163-218 [Homatropine Methylbromide]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107445"	SRX18107445	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702152	"RSB163-220 [Hydroxyzine 2HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107446"	SRX18107446	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702153	"RSB163-209 [Hyoscyamine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107447"	SRX18107447	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702154	"RSB163-92 [Ifenprodil Tartrate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107448"	SRX18107448	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702155	"RSB163-142 [Isosorbide]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107959"	SRX18107959	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702156	"RSB163-373 [IWP-2]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107960"	SRX18107960	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702157	"RSB163-374 [IWR-1-endo]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107961"	SRX18107961	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702158	"RSB163-188 [JNK-IN-8]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107962"	SRX18107962	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702159	"RSB163-190 [JZL184]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107963"	SRX18107963	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702160	"RSB163-178 [Labetalol HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107964"	SRX18107964	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702161	"RSB163-87 [Levobetaxolol HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107965"	SRX18107965	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702162	"RSB163-264 [Levodropropizine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107966"	SRX18107966	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702163	"RSB163-201 [Lithocholic acid]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107065"	SRX18107065	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702164	"RSB163-86 [Lomerizine HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107066"	SRX18107066	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702165	"RSB163-154 [Luliconazole]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107067"	SRX18107067	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702166	"RSB163-182 [Meclofenamate Sodium]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107068"	SRX18107068	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702167	"RSB163-81 [Mefenamic Acid]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107069"	SRX18107069	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702168	"RSB163-26 [Mepivacaine HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107070"	SRX18107070	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702169	"RSB163-194 [Meptazinol HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107071"	SRX18107071	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702170	"RSB163-80 [Mequinol]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107072"	SRX18107072	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702171	"RSB163-227 [Methazolamide]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107789"	SRX18107789	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702172	"RSB163-67 [Methyclothiazide]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107790"	SRX18107790	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702173	"RSB163-16 [Methylthiouracil]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107791"	SRX18107791	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702174	"RSB163-121 [Mezlocillin Sodium]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107792"	SRX18107792	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702175	"RSB163-205 [Mirabegron]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107793"	SRX18107793	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702176	"RSB163-365 [MK-8745]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107794"	SRX18107794	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702177	"RSB163-337 [MNS (3,4-Methylenedioxy-?-nitrostyrene, MDBN)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107795"	SRX18107795	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702178	"RSB163-293 [Montelukast Sodium]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107796"	SRX18107796	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702179	"RSB163-63 [Nabumetone]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107449"	SRX18107449	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702180	"RSB163-230 [Nafcillin Sodium]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107450"	SRX18107450	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702181	"RSB163-4 [nc-DMSO rep2-1]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107451"	SRX18107451	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702182	"RSB163-52 [nc-DMSO rep2-2]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107452"	SRX18107452	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702183	"RSB163-148 [nc-DMSO rep2-3]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107453"	SRX18107453	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702184	"RSB163-100 [nc-DMSO rep2-4]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107454"	SRX18107454	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702185	"RSB163-53 [nc-DMSO rep2-5]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107455"	SRX18107455	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702186	"RSB163-5 [nc-DMSO rep2-6]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107456"	SRX18107456	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702187	"RSB163-172 [Nelfinavir Mesylate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107967"	SRX18107967	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702188	"RSB163-123 [Nifuroxazide]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107968"	SRX18107968	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702189	"RSB163-228 [Norethindrone]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107969"	SRX18107969	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702190	"RSB163-229 [Olsalazine Sodium]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107970"	SRX18107970	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702191	"RSB163-359 [Oprozomib (ONX 0912)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107971"	SRX18107971	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702192	"RSB163-211 [Ouabain]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107972"	SRX18107972	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702193	"RSB163-308 [Oxaprozin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107973"	SRX18107973	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702194	"RSB163-165 [Oxiracetam]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107974"	SRX18107974	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702195	"RSB163-307 [Oxybuprocaine HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107073"	SRX18107073	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702196	"RSB163-332 [pc-Forskolin rep2-1]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107074"	SRX18107074	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702197	"RSB163-380 [pc-Forskolin rep2-2]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107075"	SRX18107075	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702198	"RSB163-236 [pc-Forskolin rep2-3]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107076"	SRX18107076	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702199	"RSB163-284 [pc-Forskolin rep2-4]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107077"	SRX18107077	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702200	"RSB163-355 [PD168393]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107078"	SRX18107078	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702201	"RSB163-204 [Pentamidine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107079"	SRX18107079	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702202	"RSB163-271 [Pentoxyverine Citrate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107080"	SRX18107080	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702203	"RSB163-57 [Pheniramine Maleate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107797"	SRX18107797	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702204	"RSB163-93 [Pramoxine HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107798"	SRX18107798	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702205	"RSB163-313 [Primaquine Diphosphate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107799"	SRX18107799	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702206	"RSB163-216 [Probenecid]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107800"	SRX18107800	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702207	"RSB163-181 [Procainamide HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107801"	SRX18107801	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702208	"RSB163-217 [Procaine HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107802"	SRX18107802	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702209	"RSB163-180 [Promethazine HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107803"	SRX18107803	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702210	"RSB163-79 [Propranolol HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107804"	SRX18107804	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702211	"RSB163-321 [Prucalopride Succinat]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107457"	SRX18107457	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702212	"RSB163-189 [QNZ (EVP4593)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107458"	SRX18107458	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702213	"RSB163-69 [Ronidazole]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107459"	SRX18107459	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702214	"RSB163-191 [SC-514]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107460"	SRX18107460	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702215	"RSB163-197 [Schisandrin B (Sch B)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107461"	SRX18107461	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702216	"RSB163-318 [Serotonin HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107462"	SRX18107462	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702217	"RSB163-77 [Sodium 4-Aminosalicylate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107463"	SRX18107463	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702218	"RSB163-319 [Sodium ascorbate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107464"	SRX18107464	"Zhiyun Wei"	"Oct 19, 2023"
