study_accession,study_title,experiment_accession,experiment_title,experiment_desc,organism_taxid,organism_name,library_name,library_strategy,library_source,library_selection,library_layout,sample_accession,sample_title,biosample,bioproject,instrument,instrument_model,instrument_model_desc,total_spots,total_size,run_accession,run_total_spots,run_total_bases
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107281,GSM6702979: RSB217-133 [Salicin]; Homo sapiens; miRNA-Seq,GSM6702979: RSB217-133 [Salicin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702979,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610162,,SAMN31553930,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,551366,15545550,SRR22127554,551366,41352450
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107280,GSM6702962: RSB217-110 [NU7441 (KU-57788)]; Homo sapiens; miRNA-Seq,GSM6702962: RSB217-110 [NU7441 (KU-57788)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702962,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610161,,SAMN31553947,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,248869,6963669,SRR22127555,248869,18665175
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107279,GSM6702961: RSB217-109 [Piperine]; Homo sapiens; miRNA-Seq,GSM6702961: RSB217-109 [Piperine]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702961,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610159,,SAMN31553948,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1334203,36572576,SRR22127556,1334203,100065225
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107278,GSM6702960: RSB217-108 [A66]; Homo sapiens; miRNA-Seq,GSM6702960: RSB217-108 [A66]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702960,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610160,,SAMN31553949,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,440999,13207850,SRR22127557,440999,33074925
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107277,GSM6702959: RSB217-107 [Phlorizin]; Homo sapiens; miRNA-Seq,GSM6702959: RSB217-107 [Phlorizin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702959,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610158,,SAMN31553950,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1152544,33918600,SRR22127558,1152544,86440800
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107276,GSM6702958: RSB217-106 [CCT128930]; Homo sapiens; miRNA-Seq,GSM6702958: RSB217-106 [CCT128930]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702958,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610157,,SAMN31553951,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,175601,5075945,SRR22127559,175601,13170075
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107275,GSM6702957: RSB217-105 [Phloretin]; Homo sapiens; miRNA-Seq,GSM6702957: RSB217-105 [Phloretin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702957,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610156,,SAMN31553952,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2023003,56207563,SRR22127560,2023003,151725225
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107274,GSM6702956: RSB217-104 [DCC-2036 (Rebastinib)]; Homo sapiens; miRNA-Seq,GSM6702956: RSB217-104 [DCC-2036 (Rebastinib)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702956,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610155,,SAMN31553953,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,68561,2034073,SRR22127561,68561,5142075
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107273,GSM6702955: RSB217-101 [Paeonol]; Homo sapiens; miRNA-Seq,GSM6702955: RSB217-101 [Paeonol]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702955,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610154,,SAMN31553954,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,467671,13045886,SRR22127562,467671,35075325
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107272,GSM6702930: RSB211-350 [Formononetin]; Homo sapiens; miRNA-Seq,GSM6702930: RSB211-350 [Formononetin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702930,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610153,,SAMN31553979,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2432630,71857599,SRR22127563,2432630,182447250
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107271,"GSM6702929: RSB211-110 [Elvitegravir (GS-9137, JTK-303)]; Homo sapiens; miRNA-Seq","GSM6702929: RSB211-110 [Elvitegravir (GS-9137, JTK-303)]; Homo sapiens; miRNA-Seq",9606,Homo sapiens,GSM6702929,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610152,,SAMN31553980,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,656175,19710128,SRR22127564,656175,49213125
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107270,GSM6702928: RSB211-328 [Naftopidil]; Homo sapiens; miRNA-Seq,GSM6702928: RSB211-328 [Naftopidil]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702928,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610151,,SAMN31553981,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1184027,36111991,SRR22127565,1184027,88802025
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107269,GSM6702927: RSB211-216 [Ketanserin]; Homo sapiens; miRNA-Seq,GSM6702927: RSB211-216 [Ketanserin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702927,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610150,,SAMN31553982,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2577199,77101239,SRR22127566,2577199,193289925
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107268,GSM6702926: RSB211-219 [Proparacaine HCl]; Homo sapiens; miRNA-Seq,GSM6702926: RSB211-219 [Proparacaine HCl]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702926,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610149,,SAMN31553983,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2320118,68513416,SRR22127567,2320118,174008850
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107267,GSM6702925: RSB211-218 [Volasertib (BI 6727)]; Homo sapiens; miRNA-Seq,GSM6702925: RSB211-218 [Volasertib (BI 6727)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702925,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610147,,SAMN31553984,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2669959,80436627,SRR22127568,2669959,200246925
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107266,GSM6702924: RSB211-236 [Tiopronin]; Homo sapiens; miRNA-Seq,GSM6702924: RSB211-236 [Tiopronin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702924,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610148,,SAMN31553985,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2828370,84950824,SRR22127569,2828370,212127750
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107265,GSM6702923: RSB211-330 [S- (+)-Rolipram]; Homo sapiens; miRNA-Seq,GSM6702923: RSB211-330 [S- (+)-Rolipram]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702923,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610146,,SAMN31553986,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1203559,36492409,SRR22127570,1203559,90266925
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107264,GSM6702898: RSB211-301 [Meprednisone]; Homo sapiens; miRNA-Seq,GSM6702898: RSB211-301 [Meprednisone]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702898,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610145,,SAMN31554011,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1956073,58656622,SRR22127571,1956073,146705475
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107263,GSM6702897: RSB211-139 [Rizatriptan Benzoate]; Homo sapiens; miRNA-Seq,GSM6702897: RSB211-139 [Rizatriptan Benzoate]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702897,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610144,,SAMN31554012,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2069031,61927268,SRR22127572,2069031,155177325
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107262,GSM6702896: RSB211-175 [Triamcinolone Acetonide]; Homo sapiens; miRNA-Seq,GSM6702896: RSB211-175 [Triamcinolone Acetonide]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702896,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610143,,SAMN31554013,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2001920,60802663,SRR22127573,2001920,150144000
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107261,GSM6702895: RSB211-153 [Sulfadiazine]; Homo sapiens; miRNA-Seq,GSM6702895: RSB211-153 [Sulfadiazine]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702895,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610142,,SAMN31554014,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1742261,52944973,SRR22127574,1742261,130669575
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107260,GSM6702894: RSB211-95 [Methocarbamol]; Homo sapiens; miRNA-Seq,GSM6702894: RSB211-95 [Methocarbamol]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702894,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610141,,SAMN31554015,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1930521,58399313,SRR22127575,1930521,144789075
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107259,GSM6702893: RSB211-174 [Epalrestat]; Homo sapiens; miRNA-Seq,GSM6702893: RSB211-174 [Epalrestat]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702893,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610140,,SAMN31554016,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1156181,34791799,SRR22127576,1156181,86713575
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107258,GSM6702892: RSB211-46 [Levofloxacin]; Homo sapiens; miRNA-Seq,GSM6702892: RSB211-46 [Levofloxacin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702892,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610139,,SAMN31554017,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1799983,53679330,SRR22127577,1799983,134998725
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107257,GSM6702891: RSB211-349 [Pregnenolone]; Homo sapiens; miRNA-Seq,GSM6702891: RSB211-349 [Pregnenolone]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702891,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610138,,SAMN31554018,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1581175,47007813,SRR22127578,1581175,118588125
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107256,GSM6702866: RSB211-74 [Rimantadine]; Homo sapiens; miRNA-Seq,GSM6702866: RSB211-74 [Rimantadine]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702866,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610137,,SAMN31554043,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1491057,45153928,SRR22127579,1491057,111829275
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107255,GSM6702865: RSB211-223 [Carvedilol]; Homo sapiens; miRNA-Seq,GSM6702865: RSB211-223 [Carvedilol]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702865,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610136,,SAMN31554044,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1943574,59212815,SRR22127580,1943574,145768050
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107254,GSM6702864: RSB211-278 [Arbutin]; Homo sapiens; miRNA-Seq,GSM6702864: RSB211-278 [Arbutin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702864,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610135,,SAMN31554045,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1624868,49002579,SRR22127581,1624868,121865100
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107253,GSM6702863: RSB211-213 [Amiloride HCl]; Homo sapiens; miRNA-Seq,GSM6702863: RSB211-213 [Amiloride HCl]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702863,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610134,,SAMN31554046,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,281997,8866365,SRR22127582,281997,21149775
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107252,GSM6702862: RSB211-127 [Rifapentine]; Homo sapiens; miRNA-Seq,GSM6702862: RSB211-127 [Rifapentine]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702862,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610133,,SAMN31554047,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1649370,49798037,SRR22127583,1649370,123702750
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107251,GSM6702861: RSB211-152 [PIK-293]; Homo sapiens; miRNA-Seq,GSM6702861: RSB211-152 [PIK-293]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702861,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610132,,SAMN31554048,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1316741,40028907,SRR22127584,1316741,98755575
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107250,GSM6702860: RSB211-211 [Aciclovir]; Homo sapiens; miRNA-Seq,GSM6702860: RSB211-211 [Aciclovir]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702860,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610131,,SAMN31554049,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1096745,33233238,SRR22127585,1096745,82255875
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107249,GSM6702859: RSB211-38 [Alibendol]; Homo sapiens; miRNA-Seq,GSM6702859: RSB211-38 [Alibendol]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702859,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610130,,SAMN31554050,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,433754,13525568,SRR22127586,433754,32531550
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107248,GSM6702834: RSB211-94 [MLN2238]; Homo sapiens; miRNA-Seq,GSM6702834: RSB211-94 [MLN2238]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702834,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610129,,SAMN31554075,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1549974,47094208,SRR22127587,1549974,116248050
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107247,GSM6702833: RSB211-308 [Bergenin]; Homo sapiens; miRNA-Seq,GSM6702833: RSB211-308 [Bergenin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702833,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610128,,SAMN31554076,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1391769,42607792,SRR22127588,1391769,104382675
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107246,GSM6702832: RSB211-147 [Rifampin]; Homo sapiens; miRNA-Seq,GSM6702832: RSB211-147 [Rifampin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702832,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610127,,SAMN31554077,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1499299,46584138,SRR22127589,1499299,112447425
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107245,GSM6702831: RSB211-203 [Amprenavir]; Homo sapiens; miRNA-Seq,GSM6702831: RSB211-203 [Amprenavir]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702831,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610126,,SAMN31554078,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1197848,35785712,SRR22127590,1197848,89838600
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107244,GSM6702830: RSB211-85 [Indapamide]; Homo sapiens; miRNA-Seq,GSM6702830: RSB211-85 [Indapamide]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702830,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610125,,SAMN31554079,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1446231,43659037,SRR22127591,1446231,108467325
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107243,GSM6702829: RSB211-93 [Mesna]; Homo sapiens; miRNA-Seq,GSM6702829: RSB211-93 [Mesna]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702829,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610124,,SAMN31554080,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1971317,60430984,SRR22127592,1971317,147848775
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107242,GSM6702828: RSB211-196 [Nimesulide]; Homo sapiens; miRNA-Seq,GSM6702828: RSB211-196 [Nimesulide]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702828,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610123,,SAMN31554081,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,335551,10455421,SRR22127593,335551,25166325
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107241,GSM6702827: RSB211-319 [Vitamin B12]; Homo sapiens; miRNA-Seq,GSM6702827: RSB211-319 [Vitamin B12]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702827,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610122,,SAMN31554082,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1275993,38172591,SRR22127594,1275993,95699475
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107240,GSM6702802: RSB211-265 [Trichlormethiazide]; Homo sapiens; miRNA-Seq,GSM6702802: RSB211-265 [Trichlormethiazide]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702802,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610121,,SAMN31554107,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1011427,30704866,SRR22127595,1011427,75857025
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107239,GSM6702801: RSB211-233 [Telbivudine]; Homo sapiens; miRNA-Seq,GSM6702801: RSB211-233 [Telbivudine]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702801,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610120,,SAMN31554108,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1398719,42286375,SRR22127596,1398719,104903925
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107238,GSM6702800: RSB211-185 [Ramipril]; Homo sapiens; miRNA-Seq,GSM6702800: RSB211-185 [Ramipril]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702800,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610119,,SAMN31554109,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1166087,35142426,SRR22127597,1166087,87456525
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107237,GSM6702799: RSB211-61 [Azathioprine]; Homo sapiens; miRNA-Seq,GSM6702799: RSB211-61 [Azathioprine]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702799,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610118,,SAMN31554110,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1524558,45650549,SRR22127598,1524558,114341850
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107236,GSM6702798: RSB211-249 [Lomustine]; Homo sapiens; miRNA-Seq,GSM6702798: RSB211-249 [Lomustine]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702798,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610117,,SAMN31554111,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,812864,24424665,SRR22127599,812864,60964800
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107235,GSM6702797: RSB211-306 [Baicalin]; Homo sapiens; miRNA-Seq,GSM6702797: RSB211-306 [Baicalin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702797,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610116,,SAMN31554112,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1476772,43521526,SRR22127600,1476772,110757900
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107234,GSM6702796: RSB211-56 [Dabigatran Etexilate]; Homo sapiens; miRNA-Seq,GSM6702796: RSB211-56 [Dabigatran Etexilate]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702796,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610115,,SAMN31554113,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1474874,44814111,SRR22127601,1474874,110615550
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107233,GSM6702795: RSB211-115 [Telmisartan]; Homo sapiens; miRNA-Seq,GSM6702795: RSB211-115 [Telmisartan]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702795,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610114,,SAMN31554114,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,646386,19864428,SRR22127602,646386,48478950
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107232,GSM6702786: RSB211-166 [Uridine]; Homo sapiens; miRNA-Seq,GSM6702786: RSB211-166 [Uridine]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702786,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610113,,SAMN31554123,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,573241,17757968,SRR22127603,573241,42993075
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107231,GSM6702785: RSB211-263 [Flucytosine]; Homo sapiens; miRNA-Seq,GSM6702785: RSB211-263 [Flucytosine]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702785,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610112,,SAMN31554124,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1049157,32688895,SRR22127604,1049157,78686775
